activateable,associateEntityType,associateParentEntity,createable,custom,customSetting,deepCloneable,deletable,deprecatedAndHidden,feedEnabled,hasSubtypes,isInterface,isSubtype,keyPrefix,label,labelPlural,layoutable,mergeable,mruEnabled,name,queryable,replicateable,retrieveable,searchable,triggerable,undeletable,updateable,urls
False,,,False,False,False,False,False,False,False,False,False,False,08e,Trabajos programados,Trabajos programados,False,False,False,CronTrigger,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/CronTrigger/{ID}'), ('describe', '/services/data/v57.0/sobjects/CronTrigger/describe'), ('sobject', '/services/data/v57.0/sobjects/CronTrigger')])"
False,,,True,False,False,False,True,False,False,False,False,False,08y,URL de confianza,URLs de confianza,True,False,False,CspTrustedSite,True,False,True,False,False,False,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/CspTrustedSite/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/CspTrustedSite/{ID}'), ('describe', '/services/data/v57.0/sobjects/CspTrustedSite/describe'), ('layouts', '/services/data/v57.0/sobjects/CspTrustedSite/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/CspTrustedSite')])"
False,,,True,False,False,False,False,False,False,False,False,False,01L,Tipo de divisa,Tipo de divisa,False,False,False,CurrencyType,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/CurrencyType/{ID}'), ('describe', '/services/data/v57.0/sobjects/CurrencyType/describe'), ('sobject', '/services/data/v57.0/sobjects/CurrencyType')])"
False,,,True,False,False,False,False,False,False,False,False,False,07W,Personalizar marca,Personalizar marca,False,False,False,CustomBrand,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/CustomBrand/{ID}'), ('describe', '/services/data/v57.0/sobjects/CustomBrand/describe'), ('sobject', '/services/data/v57.0/sobjects/CustomBrand')])"
False,,,True,False,False,False,True,False,False,False,False,False,07X,Activo de la marca personalizada,Activo de la marca personalizada,False,False,False,CustomBrandAsset,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/CustomBrandAsset/{ID}'), ('describe', '/services/data/v57.0/sobjects/CustomBrandAsset/describe'), ('sobject', '/services/data/v57.0/sobjects/CustomBrandAsset')])"
False,,,True,False,False,False,True,False,False,False,False,False,2Ca,Elemento de menú de ayuda personalizada,Elementos de menú de ayuda personalizada,False,False,False,CustomHelpMenuItem,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/CustomHelpMenuItem/{ID}'), ('describe', '/services/data/v57.0/sobjects/CustomHelpMenuItem/describe'), ('sobject', '/services/data/v57.0/sobjects/CustomHelpMenuItem')])"
False,,,True,False,False,False,True,False,False,False,False,False,2Cx,Sección de menú de ayuda personalizada,Secciones de menú de ayuda personalizada,False,False,False,CustomHelpMenuSection,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/CustomHelpMenuSection/{ID}'), ('describe', '/services/data/v57.0/sobjects/CustomHelpMenuSection/describe'), ('sobject', '/services/data/v57.0/sobjects/CustomHelpMenuSection')])"
False,,,False,False,False,False,False,False,False,False,False,False,0XH,Encabezado HTTP personalizado,Encabezados HTTP personalizados,True,False,False,CustomHttpHeader,True,False,True,False,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/CustomHttpHeader/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/CustomHttpHeader/{ID}'), ('describe', '/services/data/v57.0/sobjects/CustomHttpHeader/describe'), ('layouts', '/services/data/v57.0/sobjects/CustomHttpHeader/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/CustomHttpHeader')])"
False,,,True,False,False,False,True,False,False,False,False,False,0ML,Tipo de notificación personalizada,Tipos de notificaciones personalizadas,False,False,False,CustomNotificationType,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/CustomNotificationType/{ID}'), ('describe', '/services/data/v57.0/sobjects/CustomNotificationType/describe'), ('sobject', '/services/data/v57.0/sobjects/CustomNotificationType')])"
False,,,False,False,False,False,False,False,False,False,False,False,3NA,Uso de objeto personalizado por medición de licencia de usuario,Uso de objeto personalizado por mediciones de licencia de usuario,False,False,False,CustomObjectUserLicenseMetrics,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/CustomObjectUserLicenseMetrics/{ID}'), ('describe', '/services/data/v57.0/sobjects/CustomObjectUserLicenseMetrics/describe'), ('sobject', '/services/data/v57.0/sobjects/CustomObjectUserLicenseMetrics')])"
False,,,False,False,False,False,False,False,False,False,False,False,0CP,Permiso personalizado,Permisos personalizados,True,False,False,CustomPermission,True,False,True,False,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/CustomPermission/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/CustomPermission/{ID}'), ('describe', '/services/data/v57.0/sobjects/CustomPermission/describe'), ('layouts', '/services/data/v57.0/sobjects/CustomPermission/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/CustomPermission')])"
False,,,False,False,False,False,False,False,False,False,False,False,0PD,Dependencia de permiso personalizado,Dependencias de permisos personalizados,True,False,False,CustomPermissionDependency,True,False,True,False,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/CustomPermissionDependency/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/CustomPermissionDependency/{ID}'), ('describe', '/services/data/v57.0/sobjects/CustomPermissionDependency/describe'), ('layouts', '/services/data/v57.0/sobjects/CustomPermissionDependency/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/CustomPermissionDependency')])"
False,,,True,False,False,False,True,False,False,False,False,False,0o6,Cliente,Clientes,True,False,True,Customer,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/Customer/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/Customer/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/Customer/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/Customer/describe'), ('layouts', '/services/data/v57.0/sobjects/Customer/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/Customer')])"
False,Share,Customer,True,False,False,False,True,False,False,False,False,False,,Compartir Cliente,Compartir Cliente,False,False,False,CustomerShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/CustomerShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/CustomerShare/describe'), ('sobject', '/services/data/v57.0/sobjects/CustomerShare')])"
False,,,False,False,False,False,False,False,True,False,False,False,01Z,Panel,Paneles,True,False,True,Dashboard,True,False,True,True,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/Dashboard/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/Dashboard/{ID}'), ('listviews', '/services/data/v57.0/sobjects/Dashboard/listviews'), ('describe', '/services/data/v57.0/sobjects/Dashboard/describe'), ('layouts', '/services/data/v57.0/sobjects/Dashboard/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/Dashboard')])"
False,,,False,False,False,False,False,False,True,False,False,False,01a,Componente de panel,Componentes del panel,False,False,False,DashboardComponent,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DashboardComponent/{ID}'), ('describe', '/services/data/v57.0/sobjects/DashboardComponent/describe'), ('sobject', '/services/data/v57.0/sobjects/DashboardComponent')])"
False,Feed,DashboardComponent,False,False,False,False,True,False,False,False,False,False,,Noticias en tiempo real de componente de panel,Noticias en tiempo real de componente de panel,False,False,False,DashboardComponentFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DashboardComponentFeed/{ID}'), ('describe', '/services/data/v57.0/sobjects/DashboardComponentFeed/describe'), ('sobject', '/services/data/v57.0/sobjects/DashboardComponentFeed')])"
False,Feed,Dashboard,False,False,False,False,True,False,False,False,False,False,,Noticias en tiempo real de panel,Noticias en tiempo real de panel,False,False,False,DashboardFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DashboardFeed/{ID}'), ('describe', '/services/data/v57.0/sobjects/DashboardFeed/describe'), ('sobject', '/services/data/v57.0/sobjects/DashboardFeed')])"
False,,,False,False,False,False,False,False,False,False,False,False,03Q,Medición de campo de evaluación de datos,Mediciones de campos de evaluaciones de datos,False,False,False,DataAssessmentFieldMetric,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DataAssessmentFieldMetric/{ID}'), ('describe', '/services/data/v57.0/sobjects/DataAssessmentFieldMetric/describe'), ('sobject', '/services/data/v57.0/sobjects/DataAssessmentFieldMetric')])"
False,,,False,False,False,False,False,False,False,False,False,False,03P,Medición de evaluación de datos,Mediciones de evaluaciones de datos,False,False,False,DataAssessmentMetric,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DataAssessmentMetric/{ID}'), ('describe', '/services/data/v57.0/sobjects/DataAssessmentMetric/describe'), ('sobject', '/services/data/v57.0/sobjects/DataAssessmentMetric')])"
False,,,False,False,False,False,False,False,False,False,False,False,03R,Medición de valor de campo de evaluación de datos,Mediciones de valores de campos de evaluación de datos,False,False,False,DataAssessmentValueMetric,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DataAssessmentValueMetric/{ID}'), ('describe', '/services/data/v57.0/sobjects/DataAssessmentValueMetric/describe'), ('sobject', '/services/data/v57.0/sobjects/DataAssessmentValueMetric')])"
False,,,True,False,False,False,True,False,False,False,False,False,0Gy,DataIntegrationRecordPurchasePermission,DataIntegrationRecordPurchasePermissions,False,False,False,DataIntegrationRecordPurchasePermission,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DataIntegrationRecordPurchasePermission/{ID}'), ('describe', '/services/data/v57.0/sobjects/DataIntegrationRecordPurchasePermission/describe'), ('sobject', '/services/data/v57.0/sobjects/DataIntegrationRecordPurchasePermission')])"
False,,,False,False,False,False,False,False,False,False,False,False,1e5,Evento de cambio de datos de objeto de datos,Eventos de cambios de datos de objetos de datos,False,False,False,DataObjectDataChgEvent,False,False,False,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DataObjectDataChgEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/DataObjectDataChgEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/DataObjectDataChgEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/DataObjectDataChgEvent')])"
False,,,False,False,False,False,False,False,False,False,False,False,05a,Data Statistics,Data Statistics,False,False,False,DataStatistics,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DataStatistics/{ID}'), ('describe', '/services/data/v57.0/sobjects/DataStatistics/describe'), ('sobject', '/services/data/v57.0/sobjects/DataStatistics')])"
False,,,False,False,False,False,False,False,False,False,False,False,4dt,Tipo de datos,Tipos de datos,False,False,False,DataType,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DataType/{ID}'), ('describe', '/services/data/v57.0/sobjects/DataType/describe'), ('sobject', '/services/data/v57.0/sobjects/DataType')])"
False,,,True,False,False,False,True,False,False,False,False,False,0ZT,Base legal de uso de datos,Bases legales de uso de datos,True,False,True,DataUseLegalBasis,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/DataUseLegalBasis/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/DataUseLegalBasis/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/DataUseLegalBasis/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/DataUseLegalBasis/describe'), ('layouts', '/services/data/v57.0/sobjects/DataUseLegalBasis/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/DataUseLegalBasis')])"
False,History,DataUseLegalBasis,False,False,False,False,False,False,False,False,False,False,,Historial de Base legal de uso de datos,Historial de Base legal de uso de datos,False,False,False,DataUseLegalBasisHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DataUseLegalBasisHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/DataUseLegalBasisHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/DataUseLegalBasisHistory')])"
False,Share,DataUseLegalBasis,True,False,False,False,True,False,False,False,False,False,,Compartir Base legal de uso de datos,Compartir Base legal de uso de datos,False,False,False,DataUseLegalBasisShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DataUseLegalBasisShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/DataUseLegalBasisShare/describe'), ('sobject', '/services/data/v57.0/sobjects/DataUseLegalBasisShare')])"
False,,,True,False,False,True,True,False,False,False,False,False,0ZW,Propósito de utilización de datos,Propósitos de utilizaciones de datos,True,False,True,DataUsePurpose,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/DataUsePurpose/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/DataUsePurpose/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/DataUsePurpose/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/DataUsePurpose/describe'), ('quickActions', '/services/data/v57.0/sobjects/DataUsePurpose/quickActions'), ('layouts', '/services/data/v57.0/sobjects/DataUsePurpose/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/DataUsePurpose')])"
False,History,DataUsePurpose,False,False,False,False,False,False,False,False,False,False,,Historial de Propósito de utilización de datos,Historial de Propósito de utilización de datos,False,False,False,DataUsePurposeHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DataUsePurposeHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/DataUsePurposeHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/DataUsePurposeHistory')])"
False,Share,DataUsePurpose,True,False,False,False,True,False,False,False,False,False,,Compartir Propósito de utilización de datos,Compartir Propósito de utilización de datos,False,False,False,DataUsePurposeShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DataUsePurposeShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/DataUsePurposeShare/describe'), ('sobject', '/services/data/v57.0/sobjects/DataUsePurposeShare')])"
False,,,False,False,False,False,False,False,False,False,False,False,07m,Dirección de Data.com,Direcciones de Data.com,False,False,False,DatacloudAddress,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DatacloudAddress/{ID}'), ('describe', '/services/data/v57.0/sobjects/DatacloudAddress/describe'), ('sobject', '/services/data/v57.0/sobjects/DatacloudAddress')])"
False,,,True,False,False,False,True,False,False,False,False,False,04w,Tipo de cambio fechado,Tipo de cambio fechado,False,False,False,DatedConversionRate,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DatedConversionRate/{ID}'), ('describe', '/services/data/v57.0/sobjects/DatedConversionRate/describe'), ('sobject', '/services/data/v57.0/sobjects/DatedConversionRate')])"
False,,,False,False,False,False,False,False,False,False,False,False,,Relación de Evento rechazada,Relaciones de Evento rechazadas,False,False,False,DeclinedEventRelation,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DeclinedEventRelation/{ID}'), ('describe', '/services/data/v57.0/sobjects/DeclinedEventRelation/describe'), ('sobject', '/services/data/v57.0/sobjects/DeclinedEventRelation')])"
False,,,True,False,False,False,True,False,False,False,False,False,0du,Cuenta gestionada externa,Cuentas gestionadas externas,True,False,True,DelegatedAccount,True,True,True,True,True,False,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/DelegatedAccount/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/DelegatedAccount/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/DelegatedAccount/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/DelegatedAccount/describe'), ('quickActions', '/services/data/v57.0/sobjects/DelegatedAccount/quickActions'), ('layouts', '/services/data/v57.0/sobjects/DelegatedAccount/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/DelegatedAccount')])"
False,Feed,DelegatedAccount,False,False,False,False,True,False,False,False,False,False,,Noticias en tiempo real de Cuenta gestionada externa,Noticias en tiempo real de Cuenta gestionada externa,False,False,False,DelegatedAccountFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DelegatedAccountFeed/{ID}'), ('describe', '/services/data/v57.0/sobjects/DelegatedAccountFeed/describe'), ('sobject', '/services/data/v57.0/sobjects/DelegatedAccountFeed')])"
False,History,DelegatedAccount,False,False,False,False,False,False,False,False,False,False,,Historial de Cuenta gestionada externa,Historial de Cuenta gestionada externa,False,False,False,DelegatedAccountHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DelegatedAccountHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/DelegatedAccountHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/DelegatedAccountHistory')])"
False,Share,DelegatedAccount,True,False,False,False,True,False,False,False,False,False,,Compartir Cuenta gestionada externa,Compartir Cuenta gestionada externa,False,False,False,DelegatedAccountShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DelegatedAccountShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/DelegatedAccountShare/describe'), ('sobject', '/services/data/v57.0/sobjects/DelegatedAccountShare')])"
False,,,False,False,False,False,False,False,False,False,False,False,00C,Elemento de papelera de reciclaje,Papelera de reciclaje,False,False,False,DeleteEvent,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DeleteEvent/{ID}'), ('describe', '/services/data/v57.0/sobjects/DeleteEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/DeleteEvent')])"
False,,,True,False,False,False,True,False,False,False,False,False,015,Documento,Documentos,False,False,True,Document,True,True,True,True,False,True,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/Document/{ID}'), ('describe', '/services/data/v57.0/sobjects/Document/describe'), ('sobject', '/services/data/v57.0/sobjects/Document')])"
False,,,True,False,False,False,False,False,False,False,False,False,05X,Asignación de entidad de documento,Asignación de entidad de documento,False,False,False,DocumentAttachmentMap,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DocumentAttachmentMap/{ID}'), ('describe', '/services/data/v57.0/sobjects/DocumentAttachmentMap/describe'), ('sobject', '/services/data/v57.0/sobjects/DocumentAttachmentMap')])"
False,,,False,False,False,False,False,False,False,False,False,False,0I4,Dominio,Dominios,False,False,False,Domain,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/Domain/{ID}'), ('describe', '/services/data/v57.0/sobjects/Domain/describe'), ('sobject', '/services/data/v57.0/sobjects/Domain')])"
False,,,False,False,False,False,False,False,False,False,False,False,0Jf,URL personalizada,URLs personalizadas,False,False,False,DomainSite,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/DomainSite/{ID}'), ('describe', '/services/data/v57.0/sobjects/DomainSite/describe'), ('sobject', '/services/data/v57.0/sobjects/DomainSite')])"
False,,,True,False,False,False,True,False,False,False,False,False,0GL,Elemento de registro duplicado,Elementos de registros duplicados,True,False,False,DuplicateRecordItem,True,True,True,False,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/DuplicateRecordItem/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/DuplicateRecordItem/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/DuplicateRecordItem/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/DuplicateRecordItem/describe'), ('layouts', '/services/data/v57.0/sobjects/DuplicateRecordItem/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/DuplicateRecordItem')])"
False,,,True,False,False,False,True,False,False,False,False,False,0GK,Conjunto de registro duplicado,Conjuntos de registros duplicados,True,False,True,DuplicateRecordSet,True,True,True,False,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/DuplicateRecordSet/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/DuplicateRecordSet/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/DuplicateRecordSet/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/DuplicateRecordSet/describe'), ('layouts', '/services/data/v57.0/sobjects/DuplicateRecordSet/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/DuplicateRecordSet')])"
False,,,False,False,False,False,False,False,False,False,False,False,0Bm,Regla duplicada,Reglas duplicadas,True,False,True,DuplicateRule,True,False,True,True,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/DuplicateRule/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/DuplicateRule/{ID}'), ('describe', '/services/data/v57.0/sobjects/DuplicateRule/describe'), ('layouts', '/services/data/v57.0/sobjects/DuplicateRule/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/DuplicateRule')])"
False,,,True,False,False,False,True,False,False,False,False,False,06F,Capturadecorreoelectrónico,Capturas de correo electrónico,False,False,False,EmailCapture,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/EmailCapture/{ID}'), ('describe', '/services/data/v57.0/sobjects/EmailCapture/describe'), ('sobject', '/services/data/v57.0/sobjects/EmailCapture')])"
False,,,True,False,False,False,True,False,True,False,False,False,6RO,Contenido de correo electrónico,Contenido de correo electrónico,True,False,True,EmailContent,True,True,True,True,False,False,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/EmailContent/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/EmailContent/{ID}'), ('describe', '/services/data/v57.0/sobjects/EmailContent/describe'), ('quickActions', '/services/data/v57.0/sobjects/EmailContent/quickActions'), ('layouts', '/services/data/v57.0/sobjects/EmailContent/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/EmailContent')])"
False,Feed,EmailContent,False,False,False,False,True,False,False,False,False,False,,Noticias en tiempo real de Contenido de correo electrónico,Noticias en tiempo real de Contenido de correo electrónico,False,False,False,EmailContentFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/EmailContentFeed/{ID}'), ('describe', '/services/data/v57.0/sobjects/EmailContentFeed/describe'), ('sobject', '/services/data/v57.0/sobjects/EmailContentFeed')])"
False,,,True,False,False,False,True,False,False,False,False,False,0T6,Filtro de dominio de correo electrónico,Filtro de dominio de correo electrónico,False,False,False,EmailDomainFilter,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/EmailDomainFilter/{ID}'), ('describe', '/services/data/v57.0/sobjects/EmailDomainFilter/describe'), ('sobject', '/services/data/v57.0/sobjects/EmailDomainFilter')])"
False,,,True,False,False,False,True,False,False,False,False,False,09P,Clave de dominio de correo electrónico,Claves de dominio de correo electrónico,False,False,False,EmailDomainKey,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/EmailDomainKey/{ID}'), ('describe', '/services/data/v57.0/sobjects/EmailDomainKey/describe'), ('sobject', '/services/data/v57.0/sobjects/EmailDomainKey')])"
False,,,True,False,False,False,True,False,False,False,False,False,02s,Mensaje de correo electrónico,Mensajes de correo electrónico,True,False,False,EmailMessage,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/EmailMessage/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/EmailMessage/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/EmailMessage/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/EmailMessage/describe'), ('quickActions', '/services/data/v57.0/sobjects/EmailMessage/quickActions'), ('layouts', '/services/data/v57.0/sobjects/EmailMessage/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/EmailMessage')])"
False,ChangeEvent,EmailMessage,False,False,False,False,False,False,False,False,False,False,,Evento de cambio de Mensaje de correo electrónico,Evento de cambio de Mensaje de correo electrónico,False,False,False,EmailMessageChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/EmailMessageChangeEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/EmailMessageChangeEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/EmailMessageChangeEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/EmailMessageChangeEvent')])"
False,,,True,False,False,False,True,False,False,False,False,False,0CZ,Relación de mensaje de correo electrónico,Relaciones de mensajes de correo electrónico,False,False,False,EmailMessageRelation,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/EmailMessageRelation/{ID}'), ('describe', '/services/data/v57.0/sobjects/EmailMessageRelation/describe'), ('sobject', '/services/data/v57.0/sobjects/EmailMessageRelation')])"
False,,,True,False,False,False,True,False,False,False,False,False,26Z,Retransmisión de correo electrónico,Retransmisión de correo electrónico,False,False,False,EmailRelay,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/EmailRelay/{ID}'), ('describe', '/services/data/v57.0/sobjects/EmailRelay/describe'), ('sobject', '/services/data/v57.0/sobjects/EmailRelay')])"
False,,,True,False,False,False,True,False,False,False,False,False,093,Direcciones de servicio de correo electrónico,Direcciones de servicio de correo electrónico,False,False,False,EmailServicesAddress,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/EmailServicesAddress/{ID}'), ('describe', '/services/data/v57.0/sobjects/EmailServicesAddress/describe'), ('sobject', '/services/data/v57.0/sobjects/EmailServicesAddress')])"
False,,,True,False,False,False,True,False,False,False,False,False,091,Servicio de correo electrónico,Servicios de correo electrónico,False,False,False,EmailServicesFunction,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/EmailServicesFunction/{ID}'), ('describe', '/services/data/v57.0/sobjects/EmailServicesFunction/describe'), ('sobject', '/services/data/v57.0/sobjects/EmailServicesFunction')])"
False,,,False,False,False,False,False,False,False,False,False,False,018,Estado del correo electrónico,Estado del correo electrónico,False,False,False,EmailStatus,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/EmailStatus/{ID}'), ('describe', '/services/data/v57.0/sobjects/EmailStatus/describe'), ('sobject', '/services/data/v57.0/sobjects/EmailStatus')])"
False,,,True,False,False,False,True,False,False,False,False,False,00X,Plantilla de correo electrónico,Plantillas de correo electrónico,True,False,True,EmailTemplate,True,True,True,True,False,False,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/EmailTemplate/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/EmailTemplate/{ID}'), ('describe', '/services/data/v57.0/sobjects/EmailTemplate/describe'), ('layouts', '/services/data/v57.0/sobjects/EmailTemplate/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/EmailTemplate')])"
