activateable,associateEntityType,associateParentEntity,createable,custom,customSetting,deepCloneable,deletable,deprecatedAndHidden,feedEnabled,hasSubtypes,isInterface,isSubtype,keyPrefix,label,labelPlural,layoutable,mergeable,mruEnabled,name,queryable,replicateable,retrieveable,searchable,triggerable,undeletable,updateable,urls
False,,,False,False,False,False,False,False,False,False,False,False,0Pp,Aplicación de IA,Aplicaciones de IA,False,False,False,AIApplication,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AIApplication/{ID}'), ('describe', '/services/data/v57.0/sobjects/AIApplication/describe'), ('sobject', '/services/data/v57.0/sobjects/AIApplication')])"
False,,,False,False,False,False,False,False,False,False,False,False,6S9,Configuración de aplicación de IA,Configuraciones de aplicación de IA,False,False,False,AIApplicationConfig,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AIApplicationConfig/{ID}'), ('describe', '/services/data/v57.0/sobjects/AIApplicationConfig/describe'), ('sobject', '/services/data/v57.0/sobjects/AIApplicationConfig')])"
False,,,False,False,False,False,False,False,False,False,False,False,9qd,Acción de perspectivas de IA,Acciones de perspectivas de IA,False,False,False,AIInsightAction,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AIInsightAction/{ID}'), ('describe', '/services/data/v57.0/sobjects/AIInsightAction/describe'), ('sobject', '/services/data/v57.0/sobjects/AIInsightAction')])"
False,,,False,False,False,False,False,False,False,False,False,False,9bq,Comentario de perspectivas de IA,Comentarios de perspectivas de IA,False,False,False,AIInsightFeedback,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AIInsightFeedback/{ID}'), ('describe', '/services/data/v57.0/sobjects/AIInsightFeedback/describe'), ('sobject', '/services/data/v57.0/sobjects/AIInsightFeedback')])"
False,,,False,False,False,False,False,False,False,False,False,False,0T2,Motivo de perspectivas de IA,Motivos de perspectivas de IA,False,False,False,AIInsightReason,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AIInsightReason/{ID}'), ('describe', '/services/data/v57.0/sobjects/AIInsightReason/describe'), ('sobject', '/services/data/v57.0/sobjects/AIInsightReason')])"
False,,,False,False,False,False,False,False,False,False,False,False,9qc,Valor de perspectivas de IA,Valores de perspectivas de IA,False,False,False,AIInsightValue,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AIInsightValue/{ID}'), ('describe', '/services/data/v57.0/sobjects/AIInsightValue/describe'), ('sobject', '/services/data/v57.0/sobjects/AIInsightValue')])"
False,,,False,False,False,False,False,False,False,False,False,False,0ae,Evento de predicción de IA,Eventos de predicción de IA,False,False,False,AIPredictionEvent,False,False,False,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AIPredictionEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/AIPredictionEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/AIPredictionEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/AIPredictionEvent')])"
False,,,False,False,False,False,True,False,False,False,False,False,9qb,Perspectiva de registros de IA,Perspectivas de registros de IA,False,False,False,AIRecordInsight,True,True,True,False,True,True,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AIRecordInsight/{ID}'), ('describe', '/services/data/v57.0/sobjects/AIRecordInsight/describe'), ('sobject', '/services/data/v57.0/sobjects/AIRecordInsight')])"
False,,,False,False,False,False,False,False,False,False,False,False,,Relación de Evento aceptada,Relaciones de Evento aceptadas,False,False,False,AcceptedEventRelation,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AcceptedEventRelation/{ID}'), ('describe', '/services/data/v57.0/sobjects/AcceptedEventRelation/describe'), ('sobject', '/services/data/v57.0/sobjects/AcceptedEventRelation')])"
False,,,True,False,False,False,True,False,True,False,False,False,001,Cuenta,Cuentas,True,True,True,Account,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/Account/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/Account/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/Account/describe/approvalLayouts'), ('listviews', '/services/data/v57.0/sobjects/Account/listviews'), ('describe', '/services/data/v57.0/sobjects/Account/describe'), ('quickActions', '/services/data/v57.0/sobjects/Account/quickActions'), ('layouts', '/services/data/v57.0/sobjects/Account/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/Account')])"
False,ChangeEvent,Account,False,False,False,False,False,False,False,False,False,False,,Evento de cambio de Cuenta,Evento de cambio de Cuenta,False,False,False,AccountChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AccountChangeEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/AccountChangeEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/AccountChangeEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/AccountChangeEvent')])"
False,,,True,False,False,False,True,False,False,False,False,False,02Z,Función del contacto de la cuenta,Funciones del contacto de la cuenta,False,False,False,AccountContactRole,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AccountContactRole/{ID}'), ('describe', '/services/data/v57.0/sobjects/AccountContactRole/describe'), ('sobject', '/services/data/v57.0/sobjects/AccountContactRole')])"
False,ChangeEvent,AccountContactRole,False,False,False,False,False,False,False,False,False,False,,Evento de cambio de Función del contacto de la cuenta,Evento de cambio de Función del contacto de la cuenta,False,False,False,AccountContactRoleChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AccountContactRoleChangeEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/AccountContactRoleChangeEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/AccountContactRoleChangeEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/AccountContactRoleChangeEvent')])"
False,Feed,Account,False,False,False,False,True,False,False,False,False,False,,Noticias de cuenta,Noticias de cuenta,False,False,False,AccountFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AccountFeed/{ID}'), ('describe', '/services/data/v57.0/sobjects/AccountFeed/describe'), ('sobject', '/services/data/v57.0/sobjects/AccountFeed')])"
False,History,Account,False,False,False,False,False,False,False,False,False,False,,Historial de cuentas,Historial de cuentas,False,False,False,AccountHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AccountHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/AccountHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/AccountHistory')])"
False,,,True,False,False,False,True,False,False,False,False,False,00I,Cuenta Socio,Cuenta Socio,True,False,False,AccountPartner,True,False,True,False,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/AccountPartner/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/AccountPartner/{ID}'), ('describe', '/services/data/v57.0/sobjects/AccountPartner/describe'), ('layouts', '/services/data/v57.0/sobjects/AccountPartner/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/AccountPartner')])"
False,Share,Account,True,False,False,False,True,False,False,False,False,False,00r,Colaboración de cuenta,Colaboración de cuenta,False,False,False,AccountShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AccountShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/AccountShare/describe'), ('sobject', '/services/data/v57.0/sobjects/AccountShare')])"
False,,,True,False,False,False,True,False,False,False,False,False,01M,Miembro del equipo de cuentas,Equipo de cuentas,True,False,False,AccountTeamMember,True,True,True,False,True,False,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/AccountTeamMember/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/AccountTeamMember/{ID}'), ('describe', '/services/data/v57.0/sobjects/AccountTeamMember/describe'), ('layouts', '/services/data/v57.0/sobjects/AccountTeamMember/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/AccountTeamMember')])"
False,,,True,False,False,False,True,False,False,False,False,False,07g,Plantilla del grupo de vínculo de acción,Plantillas del grupo de vínculo de acción,True,False,True,ActionLinkGroupTemplate,True,False,True,False,False,False,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/ActionLinkGroupTemplate/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/ActionLinkGroupTemplate/{ID}'), ('describe', '/services/data/v57.0/sobjects/ActionLinkGroupTemplate/describe'), ('layouts', '/services/data/v57.0/sobjects/ActionLinkGroupTemplate/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ActionLinkGroupTemplate')])"
False,,,True,False,False,False,True,False,False,False,False,False,07l,Plantilla de vínculo de acción,Plantillas de vínculo de acción,True,False,False,ActionLinkTemplate,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ActionLinkTemplate/{ID}'), ('describe', '/services/data/v57.0/sobjects/ActionLinkTemplate/describe'), ('layouts', '/services/data/v57.0/sobjects/ActionLinkTemplate/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ActionLinkTemplate')])"
False,,,False,False,False,False,False,False,False,False,False,False,5H2,Medición de licencia de función activa,Mediciones de licencias de funciones activas,False,False,False,ActiveFeatureLicenseMetric,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ActiveFeatureLicenseMetric/{ID}'), ('describe', '/services/data/v57.0/sobjects/ActiveFeatureLicenseMetric/describe'), ('sobject', '/services/data/v57.0/sobjects/ActiveFeatureLicenseMetric')])"
False,,,False,False,False,False,False,False,False,False,False,False,5H1,Medición de licencia de conjunto de permisos activa,Mediciones de licencias de conjuntos de permisos activas,False,False,False,ActivePermSetLicenseMetric,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ActivePermSetLicenseMetric/{ID}'), ('describe', '/services/data/v57.0/sobjects/ActivePermSetLicenseMetric/describe'), ('sobject', '/services/data/v57.0/sobjects/ActivePermSetLicenseMetric')])"
False,,,False,False,False,False,False,False,False,False,False,False,5H0,Medición de perfil activo,Mediciones de perfiles activos,False,False,False,ActiveProfileMetric,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ActiveProfileMetric/{ID}'), ('describe', '/services/data/v57.0/sobjects/ActiveProfileMetric/describe'), ('sobject', '/services/data/v57.0/sobjects/ActiveProfileMetric')])"
False,,,True,False,False,False,True,False,False,False,False,False,2AS,Organización borrador activa,Organizaciones borrador activas,True,False,True,ActiveScratchOrg,True,True,True,False,True,False,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/ActiveScratchOrg/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/ActiveScratchOrg/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/ActiveScratchOrg/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/ActiveScratchOrg/describe'), ('quickActions', '/services/data/v57.0/sobjects/ActiveScratchOrg/quickActions'), ('layouts', '/services/data/v57.0/sobjects/ActiveScratchOrg/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ActiveScratchOrg')])"
False,Feed,ActiveScratchOrg,False,False,False,False,True,False,False,False,False,False,,Noticias en tiempo real de Organización borrador activa,Noticias en tiempo real de Organización borrador activa,False,False,False,ActiveScratchOrgFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ActiveScratchOrgFeed/{ID}'), ('describe', '/services/data/v57.0/sobjects/ActiveScratchOrgFeed/describe'), ('sobject', '/services/data/v57.0/sobjects/ActiveScratchOrgFeed')])"
False,History,ActiveScratchOrg,False,False,False,False,False,False,False,False,False,False,,Historial de Organización borrador activa,Historial de Organización borrador activa,False,False,False,ActiveScratchOrgHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ActiveScratchOrgHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/ActiveScratchOrgHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/ActiveScratchOrgHistory')])"
False,Share,ActiveScratchOrg,True,False,False,False,True,False,False,False,False,False,,Compartir Organización borrador activa,Compartir Organización borrador activa,False,False,False,ActiveScratchOrgShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ActiveScratchOrgShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/ActiveScratchOrgShare/describe'), ('sobject', '/services/data/v57.0/sobjects/ActiveScratchOrgShare')])"
False,,,False,False,False,False,True,False,False,False,False,False,2fp,Historial de campo de actividad,Historiales de campos de actividad,False,False,False,ActivityFieldHistory,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ActivityFieldHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/ActivityFieldHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/ActivityFieldHistory')])"
False,,,False,False,False,False,False,False,False,False,False,False,,Historial de actividades,Historial de actividades,False,False,False,ActivityHistory,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ActivityHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/ActivityHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/ActivityHistory')])"
False,,,False,False,False,False,False,False,False,False,False,False,1fm,Activity User Connection Status,Activity User Connection Status,False,False,False,ActivityUsrConnectionStatus,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ActivityUsrConnectionStatus/{ID}'), ('describe', '/services/data/v57.0/sobjects/ActivityUsrConnectionStatus/describe'), ('sobject', '/services/data/v57.0/sobjects/ActivityUsrConnectionStatus')])"
False,,,True,False,False,False,True,False,False,False,False,False,04m,Número de directorio adicional,Números de directorio adicional,False,False,False,AdditionalNumber,True,True,True,False,False,True,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AdditionalNumber/{ID}'), ('describe', '/services/data/v57.0/sobjects/AdditionalNumber/describe'), ('sobject', '/services/data/v57.0/sobjects/AdditionalNumber')])"
False,,,True,False,False,False,True,False,False,False,False,False,0Bz,Trabajo de agente,Trabajos de agentes,False,False,False,AgentWork,True,True,True,False,True,True,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AgentWork/{ID}'), ('describe', '/services/data/v57.0/sobjects/AgentWork/describe'), ('sobject', '/services/data/v57.0/sobjects/AgentWork')])"
False,Share,AgentWork,True,False,False,False,True,False,False,False,False,False,,Compartir Trabajo de agente,Compartir Trabajo de agente,False,False,False,AgentWorkShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AgentWorkShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/AgentWorkShare/describe'), ('sobject', '/services/data/v57.0/sobjects/AgentWorkShare')])"
False,,,False,False,False,False,True,False,False,False,False,False,0Sm,Habilidad de trabajo de agente,Habilidades de trabajo de agentes,False,False,False,AgentWorkSkill,True,True,True,False,True,True,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AgentWorkSkill/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/AgentWorkSkill/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/AgentWorkSkill/describe'), ('sobject', '/services/data/v57.0/sobjects/AgentWorkSkill')])"
False,,,False,False,False,False,False,False,False,False,False,False,,Resultado total,Resultado total,False,False,False,AggregateResult,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AggregateResult/{ID}'), ('describe', '/services/data/v57.0/sobjects/AggregateResult/describe'), ('sobject', '/services/data/v57.0/sobjects/AggregateResult')])"
False,,,False,False,False,False,False,False,False,False,False,False,0Xu,Sesión de bot de Analytics,Sesiones de bots de Analytics,False,False,False,AnalyticsBotSession,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AnalyticsBotSession/{ID}'), ('describe', '/services/data/v57.0/sobjects/AnalyticsBotSession/describe'), ('sobject', '/services/data/v57.0/sobjects/AnalyticsBotSession')])"
False,,,True,False,False,False,True,False,False,False,False,False,0Bt,Anuncio,Anuncios,False,False,False,Announcement,True,True,True,False,False,True,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/Announcement/{ID}'), ('describe', '/services/data/v57.0/sobjects/Announcement/describe'), ('sobject', '/services/data/v57.0/sobjects/Announcement')])"
False,,,True,False,False,False,True,False,False,False,False,False,01p,Clase de Apex,Clases de Apex,True,False,True,ApexClass,True,True,True,True,False,False,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/ApexClass/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/ApexClass/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexClass/describe'), ('layouts', '/services/data/v57.0/sobjects/ApexClass/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ApexClass')])"
False,,,True,False,False,False,True,False,False,False,False,False,099,Componente de Visualforce,Componentes de Visualforce,False,False,True,ApexComponent,True,True,True,True,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexComponent/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexComponent/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexComponent')])"
False,,,True,False,False,False,True,False,False,False,False,False,06j,Notificación de correo electrónico de Apex,Notificaciones de correos electrónicos de Apex,False,False,False,ApexEmailNotification,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexEmailNotification/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexEmailNotification/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexEmailNotification')])"
False,,,False,False,False,False,True,False,False,False,False,False,07L,Registro de depuración de Apex,Registro de depuración de Apex,False,False,False,ApexLog,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexLog/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexLog/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexLog')])"
False,,,True,False,False,False,True,False,False,False,False,False,066,Página de Visualforce,Páginas de Visualforce,False,False,True,ApexPage,True,True,True,True,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexPage/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexPage/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexPage')])"
False,,,False,False,False,False,False,False,False,False,False,False,4ve,Información de página de Apex,Información de páginas de Apex,False,False,False,ApexPageInfo,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexPageInfo/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexPageInfo/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexPageInfo')])"
False,,,True,False,False,False,False,False,False,False,False,False,709,Elemento de cola de prueba de Apex,Elementos de cola de prueba de Apex,False,False,False,ApexTestQueueItem,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexTestQueueItem/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexTestQueueItem/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexTestQueueItem')])"
False,,,True,False,False,False,True,False,False,False,False,False,07M,Resultados de pruebas de Apex,Resultados de pruebas de Apex,False,False,False,ApexTestResult,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexTestResult/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexTestResult/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexTestResult')])"
False,,,True,False,False,False,True,False,False,False,False,False,05n,Límite de resultado de prueba de Apex,Límite de resultado de prueba de Apex,False,False,False,ApexTestResultLimits,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexTestResultLimits/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexTestResultLimits/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexTestResultLimits')])"
False,,,True,False,False,False,True,False,False,False,False,False,05m,Resultado de ejecución de prueba de Apex,Resultado de ejecución de prueba de Apex,False,False,False,ApexTestRunResult,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexTestRunResult/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexTestRunResult/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexTestRunResult')])"
False,,,True,False,False,False,True,False,False,False,False,False,05F,Conjunto de prueba de Apex,Conjuntos de pruebas de Apex,False,False,False,ApexTestSuite,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexTestSuite/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexTestSuite/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexTestSuite')])"
False,,,True,False,False,False,True,False,False,False,False,False,01q,Desencadenador de Apex,Desencadenadores de Apex,False,False,True,ApexTrigger,True,True,True,True,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexTrigger/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexTrigger/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexTrigger')])"
False,,,False,False,False,False,False,False,False,False,False,False,0kt,Implementador de tipo de Apex,Implementadores de tipos de Apex,False,False,False,ApexTypeImplementor,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexTypeImplementor/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexTypeImplementor/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexTypeImplementor')])"
False,,,True,False,False,False,True,False,False,False,False,False,0XI,Solicitud de consulta de análisis de aplicación,Solicitudes de consultas de análisis de aplicaciones,False,False,True,AppAnalyticsQueryRequest,True,True,True,False,True,True,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AppAnalyticsQueryRequest/{ID}'), ('describe', '/services/data/v57.0/sobjects/AppAnalyticsQueryRequest/describe'), ('sobject', '/services/data/v57.0/sobjects/AppAnalyticsQueryRequest')])"
False,,,False,False,False,False,False,False,False,False,False,False,06m,Definición de aplicación,Definiciones de aplicación,False,False,False,AppDefinition,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AppDefinition/{ID}'), ('describe', '/services/data/v57.0/sobjects/AppDefinition/describe'), ('sobject', '/services/data/v57.0/sobjects/AppDefinition')])"
False,,,False,False,False,False,True,False,False,False,False,False,0DS,AppMenuItem,AppMenuItems,False,False,False,AppMenuItem,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AppMenuItem/{ID}'), ('describe', '/services/data/v57.0/sobjects/AppMenuItem/describe'), ('sobject', '/services/data/v57.0/sobjects/AppMenuItem')])"
False,,,False,False,False,False,False,False,False,False,False,False,06o,Miembro de ficha de aplicación,Miembros de ficha de aplicación,False,False,False,AppTabMember,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AppTabMember/{ID}'), ('describe', '/services/data/v57.0/sobjects/AppTabMember/describe'), ('sobject', '/services/data/v57.0/sobjects/AppTabMember')])"
False,,,False,False,False,False,False,False,False,False,False,False,806,Aprobación,Aprobación,False,False,False,Approval,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/Approval/{ID}'), ('describe', '/services/data/v57.0/sobjects/Approval/describe'), ('sobject', '/services/data/v57.0/sobjects/Approval')])"
False,,,True,False,False,False,True,False,False,False,False,False,02i,Activo,Activos,True,False,True,Asset,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/Asset/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/Asset/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/Asset/describe/approvalLayouts'), ('listviews', '/services/data/v57.0/sobjects/Asset/listviews'), ('describe', '/services/data/v57.0/sobjects/Asset/describe'), ('quickActions', '/services/data/v57.0/sobjects/Asset/quickActions'), ('layouts', '/services/data/v57.0/sobjects/Asset/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/Asset')])"
False,ChangeEvent,Asset,False,False,False,False,False,False,False,False,False,False,,Evento de cambio de Activo,Evento de cambio de Activo,False,False,False,AssetChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AssetChangeEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/AssetChangeEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/AssetChangeEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/AssetChangeEvent')])"
False,Feed,Asset,False,False,False,False,True,False,False,False,False,False,,Noticias de activo,Noticias de activo,False,False,False,AssetFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AssetFeed/{ID}'), ('describe', '/services/data/v57.0/sobjects/AssetFeed/describe'), ('sobject', '/services/data/v57.0/sobjects/AssetFeed')])"
False,History,Asset,False,False,False,False,False,False,False,False,False,False,,Historial de activo,Historial de activo,False,False,False,AssetHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AssetHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/AssetHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/AssetHistory')])"
False,,,True,False,False,False,True,False,False,False,False,False,1AR,Relación de activo,Relaciones de activos,True,False,True,AssetRelationship,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/AssetRelationship/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/AssetRelationship/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/AssetRelationship/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/AssetRelationship/describe'), ('quickActions', '/services/data/v57.0/sobjects/AssetRelationship/quickActions'), ('layouts', '/services/data/v57.0/sobjects/AssetRelationship/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/AssetRelationship')])"
False,Feed,AssetRelationship,False,False,False,False,True,False,False,False,False,False,,Noticias en tiempo real de Relación de activo,Noticias en tiempo real de Relación de activo,False,False,False,AssetRelationshipFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AssetRelationshipFeed/{ID}'), ('describe', '/services/data/v57.0/sobjects/AssetRelationshipFeed/describe'), ('sobject', '/services/data/v57.0/sobjects/AssetRelationshipFeed')])"
False,History,AssetRelationship,False,False,False,False,False,False,False,False,False,False,,Historial de Relación de activo,Historial de Relación de activo,False,False,False,AssetRelationshipHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AssetRelationshipHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/AssetRelationshipHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/AssetRelationshipHistory')])"
False,,,False,False,False,False,False,False,False,False,False,False,0Li,Evento del token de activo,Eventos del token de activo,False,False,False,AssetTokenEvent,False,False,False,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AssetTokenEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/AssetTokenEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/AssetTokenEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/AssetTokenEvent')])"
